privince,城市,地区
重庆,重庆,大渡口区跃进村街道大堰二村12栋1单元
重庆,重庆,大渡口区春晖路街道锦天康都7栋
重庆,重庆,万州区郭村镇三根村（高风险区除外）
重庆,重庆,大渡口区跳磴镇荣安林语春风B区1栋
重庆,重庆,大渡口区跳蹬镇幸福华庭E组团2栋
重庆,重庆,万州区五桥街道五桥街道全域
重庆,重庆,万州区钟鼓楼街道桑树社区1组彭某祥房屋、国君汽车修理厂、魏某东房屋、熊某华楼栋、崔某波楼栋、崔某国楼栋1号楼及2号楼。
重庆,重庆,大足大邮路经康庄路至龙湖路以北；大邮路以东；龙棠路以西；龙棠路经西一路至大邮路以南。
重庆,重庆,万州区周家坝街道双堰塘社区名亨11号楼A栋（天龙路329号）
重庆,重庆,万州区天海苑片区
重庆,重庆,大渡口区跃进村街道大堰一村8栋1单元
重庆,重庆,大渡口区春晖路街道枫丹筱筑1期2栋1单元
重庆,重庆,大渡口区新山村街道君悦天下
重庆,重庆,长寿区菩提街道圣天湖东岸7栋（桃源北一路1号）
重庆,重庆,北碚区童家溪镇同兴横街47号
重庆,重庆,北碚区蔡家岗街道江山假日小区1栋、7栋
重庆,重庆,大渡口区八桥镇半岛逸景2组团8栋
重庆,重庆,大渡口区建胜镇百佳园社区西城佳园12栋
重庆,重庆,巴南区龙洲湾街道龙海大道5号6幢
重庆,重庆,巴南区龙洲湾街道回龙小区12栋
重庆,重庆,巴南区龙洲湾瑞龙路16号
重庆,重庆,巴南区龙洲湾街道典雅广场小区6栋
重庆,重庆,巴南区融汇半岛艾德公馆(8期)6栋
重庆,重庆,巴南区融汇半岛玫瑰公馆1栋、10栋
重庆,重庆,巴南区麒龙村7号附118号楼下棋牌室
重庆,重庆,巴南区环球时代8栋
重庆,重庆,巴南区锦绣江南10栋
重庆,重庆,巴南区东邦小悦湾2栋
重庆,重庆,巴南区新界一号4栋
重庆,重庆,巴南区青岗湾小区11栋
重庆,重庆,巴南区合建村232栋、237栋1单元
重庆,重庆,巴南区其龙村7社
重庆,重庆,巴南区融汇半岛六期二栋
重庆,重庆,巴南区曼哈顿1期14栋
重庆,重庆,巴南区李家沱街道融汇半岛越昕晖19栋
重庆,重庆,巴南区李家沱街道融汇半岛一期9栋
重庆,重庆,巴南区汇景路417号
重庆,重庆,巴南区华宇龙湾30栋
重庆,重庆,巴南区江南水乡21栋1单元
重庆,重庆,巴南区巴比亚半山5栋
重庆,重庆,巴南区斌鑫江南御府14栋
重庆,重庆,巴南区斌鑫江南御府半日闲茶楼
重庆,重庆,巴南区花溪半岛2期15栋
重庆,重庆,巴南区花溪大厦88号
重庆,重庆,巴南区花溪街道红光新村5栋
重庆,重庆,巴南区花溪街道花溪半岛5栋
重庆,重庆,巴南区“往后瑜生”瑜伽馆
重庆,重庆,巴南区三鼎雅苑三单元
重庆,重庆,巴南区感应村3组、5组
重庆,重庆,巴南区麻柳嘴街社区三峡广场
重庆,重庆,巴南区南泉街道欧麓花园城唐顿庄园1栋
重庆,重庆,巴南区南泉街道博琅澜庭南区11栋
重庆,重庆,巴南区惠民街道：惠西路上城超市及楼上住户
重庆,重庆,巴南区木洞镇：生物城广泽公寓11楼16号
重庆,重庆,巴南区石龙镇：柏树村皂角坪。
重庆,重庆,巴南区圣灯山镇：永隆村三社20号。
重庆,重庆,巴南区界石镇樵坪人家公租房四组团5栋
重庆,重庆,巴南区界石镇畅想社区新华街57号
重庆,重庆,开州区汉丰街道金州社区春天花园C5栋
重庆,重庆,开州区汉丰街道锦程社区龙景名都3栋
重庆,重庆,开州区汉丰街道驷马社区4号院1栋
重庆,重庆,开州区文峰街道三中社区水果综合楼5栋2单元
重庆,重庆,开州区文峰街道三中社区下开宇楼
重庆,重庆,开州区云枫街道永安社区15号院1栋3单元
重庆,重庆,开州区云枫街道长青社区南山西路恒星耀名车
重庆,重庆,开州区云枫街道长青社区润泽院6栋2单元
重庆,重庆,开州区云枫街道兴合社区7号院5栋
重庆,重庆,秀山县中和街道秀山毛力内科诊所
重庆,重庆,秀山县中和街道汇豪世纪3期3栋3单元
重庆,重庆,秀山县中和街道锦绣名邸3栋
重庆,重庆,永川区南大街街道全域（高风险区除外）
重庆,重庆,万盛经开区万东镇永利豪庭小区F1栋
重庆,重庆,大足区通桥街道天星社区康桥名邸小区7幢6单元
重庆,重庆,开州区九龙街道锦程社区供电佳苑C1栋
重庆,重庆,开州区汉丰街道锦程社区龙祥苑11栋
重庆,重庆,开州区文峰街道三中社区杨小毛新楼2栋
重庆,重庆,开州区雪宝山镇白马社区玉泉街154号
重庆,重庆,开州区雪宝山镇上华村1组299号
重庆,重庆,开州区雪宝山镇钟鼓村1组39号
重庆,重庆,万州区周家坝街道映水坪社区映水路26号2单元
重庆,重庆,万州区百安坝街道扁寨路160号
重庆,重庆,万州区百安坝街道扁寨社区碧水蓝天小区9号楼
重庆,重庆,万州区百安坝街道扁寨社区丽景蓝湾小区11栋
重庆,重庆,万州区百安坝街道安顺路75号(奢思雅)
重庆,重庆,万州区陈家坝街道长江之星B2栋
重庆,重庆,万州区陈家坝街道长江之星B8栋柒霏酒店
重庆,重庆,万州区牌楼街道学院支路26号附25号4单元
重庆,重庆,万州区牌楼街道阅江豪庭F栋
重庆,重庆,万州区太安镇古堰村6组51号
重庆,重庆,万州区高梁镇锦湖园小区2号楼3单元
重庆,重庆,大渡口区春晖路街道古渡春色7栋
重庆,重庆,大渡口区春晖路街道秋实春华小区2栋
重庆,重庆,大渡口区春晖路街道晋愉岭海13栋
重庆,重庆,大渡口区春晖路街道晋愉绿岛16栋3单元
重庆,重庆,大渡口区跃进村街道大堰一村8栋3单元
重庆,重庆,大渡口区跃进村街道渝钢村65栋2单元
重庆,重庆,大渡口区跃进村街道跃进村24栋1单元
重庆,重庆,大渡口区八桥镇中交万都汇4栋
重庆,重庆,大渡口区八桥镇朵力品道3栋
重庆,重庆,大渡口区八桥镇半岛逸景A组团8栋
重庆,重庆,巴南区李家沱街道龙家湾社区小湾家园1栋
重庆,重庆,巴南区李家沱街道越昕晖小区32栋
重庆,重庆,巴南区李家沱街道融汇半岛融汇江山D区3栋
重庆,重庆,巴南区李家沱街道融汇半岛7期1栋
重庆,重庆,巴南区李家沱街道融汇半岛11期7栋
重庆,重庆,巴南区李家沱街道恒大城3期98栋
重庆,重庆,巴南区李家沱街道群乐佳苑8栋
重庆,重庆,巴南区李家沱街道融汇半岛格林美地12期14栋1单元、29栋1单元
重庆,重庆,巴南区龙洲湾街道龙洲花园5栋
重庆,重庆,巴南区龙洲湾街道联发龙洲湾1号C组团3栋
重庆,重庆,巴南区龙洲湾街道黄桷佳园1栋
重庆,重庆,巴南区花溪街道宗申青年国际4栋、11栋
重庆,重庆,巴南区花溪街道申烨太阳城2期27栋
重庆,重庆,巴南区花溪街道宏宁天城3栋
重庆,重庆,巴南区花溪街道珠江城D区11、13栋
重庆,重庆,巴南区鱼洞街道新城金樾府3栋2单元
重庆,重庆,巴南区南彭街道南湖路2号2幢
重庆,重庆,巴南区南泉街道红旗村2社25号、61号
重庆,重庆,巴南区南泉街道悦麓山27栋
重庆,重庆,巴南区南泉街道瑄泓消防设备经营部及宿舍2楼
重庆,重庆,巴南区南泉街道融创欧麓花园城博琅澜庭北区五栋
重庆,重庆,巴南区南泉街道红星村8组12号
重庆,重庆,巴南区界石镇桂花村安置房A区1栋4单元
重庆,重庆,巴南区界石镇重庆环卫集团固废运输公司职工宿舍楼（巴南区桂花村兰海高速南边）
重庆,重庆,巴南区木洞镇沧白街51号1单元
重庆,重庆,巴南区麻柳嘴镇梓桐村四组55号及祥众老厂区临时板房
重庆,重庆,巴南区龙洲湾街道协信星澜汇1期11栋
重庆,重庆,巴南区龙洲湾街道万友四季缤纷4栋
重庆,重庆,巴南区界石镇南溪绿郡C区1栋
重庆,重庆,巴南区木洞镇港湾小区15栋
重庆,重庆,涪陵区崇义街道兴华西路58号娃哈哈宿舍2栋
重庆,重庆,涪陵区李渡街道云星村。
重庆,重庆,开州区凤凰社区芳菲苑4栋
重庆,重庆,江津区双福街道
重庆,重庆,江津区道德感街道
重庆,重庆,江津区几江街道
重庆,重庆,江北区五宝镇除上述已划定高风险区以外的其他区域
重庆,重庆,涪陵区荔枝街道碧桂园21栋
重庆,重庆,涪陵区马鞍街道红星国际1栋
重庆,重庆,涪陵区马鞍街道壹城市奥特莱斯2栋
重庆,重庆,涪陵区敦仁街道建峰小区（建涪路36号）
重庆,重庆,涪陵区蔺市街道川祖庙社区60号
重庆,重庆,涪陵区江东街道金桃村5组
重庆,重庆,北碚区歇马街道缙云香缇2栋3单元
重庆,重庆,巴南区龙洲湾街道道角村黄桷佳园2栋
重庆,重庆,大足区棠香街道红星社区圣迹北路99号蓝湖国际6栋
重庆,重庆,潼南区大佛街道除高风险区外的其他区域为低风险区
重庆,重庆,璧山区青杠街道塘坊西5路方莱克模具厂
重庆,重庆,璧山区青杠街道和谐家苑3栋3单元
重庆,重庆,璧山区大路街道接龙村1组
重庆,重庆,璧山区大路街道健康城中铁十局项目部
重庆,重庆,璧山区大路街道逸夫小学家属院1栋、2栋
重庆,重庆,璧山区正兴镇朝阳村4组
重庆,重庆,开州区文峰街道开州大道974号A栋
重庆,重庆,开州区满月镇皓月社区月华街103/105/107号
重庆,重庆,开州区满月镇皓月社区月华街91号
重庆,重庆,开州区满月镇皓月社区月皓街103号
重庆,重庆,大渡口区九宫庙街道九宫庙106号
重庆,重庆,大渡口区建胜镇祥福路100号雨南山1栋1单元
重庆,重庆,大渡口区跳磴镇幸福华庭A组团9栋
重庆,重庆,璧山区大路街道团坝村2组
重庆,重庆,长寿区菩提街道和云台镇除已划定高风险区以外的其他区域
重庆,重庆,黔江区马喇镇、金洞乡除上述已划定高风险区以外的其他区域
重庆,重庆,綦江区古南街道、文龙街道、通惠街道、三江街道、新盛街道、石壕镇、赶水镇、安稳镇、打通镇、三角镇、石角镇、横山镇除已划定高风险区以外的其他区域。
重庆,重庆,万盛区万盛街道江山城小区15栋
重庆,重庆,万州区郭村镇全域（高风险区除外）
重庆,重庆,大渡口区跃进村街道大堰二村9栋
重庆,重庆,大渡口区新山村街道华润凤凰城8栋
重庆,重庆,大渡口区跃进村街道跃进支路9号1栋1、2、3单元
重庆,重庆,大渡口区跃进村街道大堰二村4栋
重庆,重庆,大渡口区跃进村街道大堰二村11栋3单元
重庆,重庆,大渡口区跃进村街道跃进村112栋
重庆,重庆,大渡口区跃进村街道大堰二村17栋
重庆,重庆,大渡口区九宫庙街道钢花路802号
重庆,重庆,大渡口区茄子溪街道钢城印象C区1栋
重庆,重庆,大渡口区跃进村大堰三村9栋1单元
重庆,重庆,璧山区璧泉街道红宇家苑19栋2单元
重庆,重庆,万州区余家镇全域（高风险区除外）
重庆,重庆,万州区百安坝街道全域（高风险区除外）
重庆,重庆,大渡口区九宫庙街道九宫庙51号
重庆,重庆,巴南区李家沱街道恒大城一期64栋
重庆,重庆,巴南区李家沱街道恒大城二期19栋
重庆,重庆,涪陵区珍溪镇仁义路78号
重庆,重庆,万州区周家坝街道双堰塘社区除高风险区以外区域
重庆,重庆,万州区周家坝街道映水坪社区除高风险区以外区域
重庆,重庆,万州区周家坝街道天子路社区除高风险区以外区域
重庆,重庆,万州区周家坝街道流水社区除高风险区以外区域
重庆,重庆,万州区周家坝街道长生河社区除高风险区以外区域
重庆,重庆,忠县花桥镇（高风险区除外）全域
重庆,重庆,忠县金鸡镇（高风险区除外）全域
重庆,重庆,忠县马灌镇全域
重庆,重庆,巫山县高唐街道广东中路106号林业局综合楼1号楼
重庆,重庆,巫山县高唐街道巫峡路550号1栋
重庆,重庆,巫山县高唐街道广东中路276号农业银行七单元
重庆,重庆,万州区双堰塘社区兴茂雅园5号楼
重庆,重庆,万州区双堰塘社区技校2号楼
重庆,重庆,万州区双堰塘社区李河宿舍
重庆,重庆,万州区双堰塘社区名亨2号楼
重庆,重庆,江津区珞璜镇除上述已划定高风险区以外的其他区域
重庆,重庆,万州区分水镇新石社区1组18号-198号（除高风险区）
重庆,重庆,南川区南城街道文华社区
重庆,重庆,南川区南城街道庆岩社区
重庆,重庆,南川区南城街道兴南社区
四川,德阳,绵竹市除高风险区外的区域
四川,宜宾,屏山县除高风险区外的其他地区
四川,宜宾,高县除高风险区外的其他地区
四川,宜宾,江安县除高风险区外的其他地区
四川,宜宾,翠屏区除高风险区外的其他区域
四川,宜宾,叙州区除高风险区外的其它区域
四川,阿坝,茂县除高风险区以外的其他区域
四川,阿坝,松潘县除高风险区以外的其他区域
四川,阿坝,九寨沟县除高风险区以外的其他区域
四川,凉山,昭觉县除高风险区外的其他区域
四川,凉山,西昌市除高风险区外的其他区域
四川,凉山,甘洛县除高风险外的其它区域
四川,成都,天府新区除高风险外的其它区域
四川,成都,成华区其它区域
四川,成都,青羊区除高风险区以外的其他区域
四川,成都,金牛区其它区域
四川,成都,龙泉驿区其它区域
四川,成都,温江区除高风险外的其它区域
四川,成都,金堂县除高风险区以外的其它区域
四川,成都,大邑县除高风险区外的其它区域
四川,成都,彭州市其它区域
四川,成都,简阳市除高风险区以外的其它区域
四川,成都,郫都区除高风险区以外的其它区域
四川,成都,新津区除高风险以外的其它区域
四川,成都,青白江区其它区域
四川,成都,双流区除高风险外的其它区域
四川,成都,锦江区其它区域
四川,成都,高新区其它区域
四川,成都,武侯区其它地区
四川,成都,新都区除高风险区以外的其他区域
四川,内江,东兴区除高风险外的其它区域
四川,巴中,平昌县除高风险以外的其它区域
四川,南充,南部县除高风险区以外的其他区域
四川,眉山,东坡区除高风险区外的其它区域
黑龙江,哈尔滨,尚志市高风险区以外的其他地区
黑龙江,哈尔滨,道外区除高风险区以外的其他地区
黑龙江,哈尔滨,五常市高风险区以外的其他地区
黑龙江,哈尔滨,木兰县除高风险区以外的其他地区
黑龙江,哈尔滨,平房区高风险区以外的其他地区
黑龙江,哈尔滨,阿城区高风险区以外的其他地区
黑龙江,哈尔滨,松北区高风险区以外的其他地区
黑龙江,哈尔滨,道里区高风险区以外的其他地区
黑龙江,哈尔滨,南岗区高风险区以外的其他地区
黑龙江,哈尔滨,香坊区高风险区以外的其他地区
黑龙江,齐齐哈尔,建华区除高风险区以外的其他地区
黑龙江,齐齐哈尔,铁锋区除高风险区以外的其他地区
黑龙江,鸡西,虎林市除高风险区以外的其它地区
黑龙江,大庆,红岗区高风险区以外的其他地区
黑龙江,大庆,萨尔图区高风险区以外的其他地区
黑龙江,大庆,龙凤区高风险区以外的其他地区
黑龙江,伊春,铁力市高风险区以外的其他地区
黑龙江,牡丹江,林口县除高风险区以外的其它地区
黑龙江,黑河,嫩江市高风险区以外的其他地区
黑龙江,黑河,爱辉区高风险以外的其他地区
黑龙江,绥化,缓棱县除高风险区以外的其他地区
黑龙江,绥化,北林区高风险区以外的其他地区
黑龙江,绥化,庆安县除高风险区以外的其他地区
黑龙江,绥化,肇东市高风险区以外的其他地区
黑龙江,绥化,安达市高风险区以外的其他地区
黑龙江,绥化,海伦市除高风险区以外的其他地区
福建,福州,仓山区（除中高风险区外的其他区域）
福建,福州,罗源县（除高风险区外）
福建,福州,高新区
福建,福州,仓山区建新镇金霞小区6号楼、9号楼
福建,福州,仓山区仓山镇双湖新城一区
福建,福州,仓山区建新镇金霞小区4号楼
福建,福州,仓山区盖山镇齐安村上湖村、先农村
福建,福州,仓山区上渡街道飞凤小区
北京,北京,顺义区张镇 张镇(除高风险区以外的区域)
北京,北京,朝阳区呼家楼街道 呼家楼街道(除高风险区外的其他地区)
北京,北京,大兴区魏善庄镇 魏善庄镇（除高风险区外的其他区域）
北京,北京,石景山区八宝山街道 八宝山街道(除高风险区外的其他地区)
北京,北京,房山区迎风街道 燕山地区迎风街道（除高风险区外的其他地区）
北京,北京,大兴区瀛海（地区）镇 瀛海镇（除高风险区外的其他区域）
北京,北京,通州区潞邑街道 潞邑街道（除高风险区外的其他地区）
北京,北京,通州区九棵树街道 九棵树街道(除高风险区外的其他地区)
北京,北京,昌平区东小口镇（除高风险区外其他地区）
北京,北京,通州区杨庄街道 杨庄街道(除高风险区外的其他地区)
北京,北京,通州区中仓街道 中仓街道(除高风险区外的其他地区)
北京,北京,石景山区苹果园街道 苹果园街道(除高风险区外的其他地区)
北京,北京,房山区窦店镇（除高风险区外的其他地区）
北京,北京,通州区临河里街道 临河里街道(除高风险区外的其他地区)
北京,北京,石景山区八角街道 八角街道(除高风险区外的其他地区)
北京,北京,顺义区北石槽镇 北石槽镇(除高风险区以外的区域)
北京,北京,顺义区赵全营镇 赵全营镇(除高风险区以外的区域)
北京,北京,昌平区沙河（地区）镇除高风险区以外区域
北京,北京,大兴区北臧村镇 北臧村镇（除高风险区外的其他区域）
北京,北京,大兴区黄村（地区）镇 黄村镇（除高风险区外的其他区域）
北京,北京,延庆区张山营镇（除高风险区外其他地区）
北京,北京,怀柔区庙城镇(除高风险区外的其他地区)
北京,北京,通州区马驹桥镇 马驹桥镇(除高风险区外的其他地区)
北京,北京,通州区永乐店镇 永乐店镇(除高风险区外的其他地区)
北京,北京,通州区台湖镇 台湖镇(除高风险区外的其他地区)
北京,北京,大兴区旧宫（地区）镇 旧宫镇（除高风险区外的其他区域）
北京,北京,顺义区牛栏山(地区)镇 牛栏山镇(除高风险区以外的区域)
北京,北京,通州区于家务回族乡 于家务回族乡(除高风险区外的其他地区)
北京,北京,通州区北苑街道 北苑街道(除高风险区外的其他地区)
北京,北京,通州区梨园（地区）镇 梨园镇(除高风险区外的其他地区)
北京,北京,房山区长阳镇全域除高风险区以外其他地区
北京,北京,怀柔区龙山街道（除高风险区外其他地区）
北京,北京,顺义区李桥镇 李桥镇(除高风险区以外的区域)
北京,北京,丰台区王佐镇王佐镇（除高风险区外的其他地区）
北京,北京,通州区漷县镇 漷县镇(除高风险区外的其他地区)
北京,北京,通州区新华街道 新华街道(除高风险区外的其他地区)
北京,北京,通州区永顺（地区）镇 永顺镇(除高风险区外的其他地区)
北京,北京,大兴区长子营镇 长子营镇（除高风险区外的其他区域）
北京,北京,房山区周口店镇（除高风险区外的其他地区）
北京,北京,房山区拱辰街道（除高风险区外的其他地区）
北京,北京,顺义区杨镇(地区)镇 杨镇(除高风险区以外的区域)
北京,北京,顺义区南彩镇 南彩镇(除高风险区以外的区域)
北京,北京,顺义区木林镇 木林镇(除高风险区以外的区域)
北京,北京,顺义区李遂镇 李遂镇(除高风险区以外的区域)
北京,北京,顺义区天竺(地区)镇 天竺镇(除高风险区以外的区域)
北京,北京,朝阳区朝外街道 朝外街道(除高风险区外的其他地区)
北京,北京,石景山区古城街道 古城街道(除高风险区外的其他地区)
北京,北京,通州区西集镇 西集镇(除高风险区外的其他地区)
北京,北京,通州区宋庄镇 宋庄镇(除高风险区外的其他地区)
北京,北京,通州区潞城镇 潞城镇(除高风险区外的其他地区)
北京,北京,昌平区小汤山镇（除高风险区外的其他地区）
北京,北京,丰台区马家堡街道马家堡街道（除高风险区外的其他地区）
北京,北京,丰台区和义街道和义街道（除高风险区外的其他地区）
北京,北京,大兴区青云店镇 青云店镇（除高风险区外的其他区域）
北京,北京,大兴区安定镇 安定镇（除高风险区外的其他区域）
北京,北京,顺义区北小营镇(除高风险区以外的区域)
北京,北京,房山区阎村镇 阎村镇（除高风险区外的其他地区）
北京,北京,大兴区礼贤镇 礼贤镇（除高风险区外的其他区域）
北京,北京,大兴区庞各庄镇 庞各庄镇（除高风险区外的其他区域）
北京,北京,顺义区马坡(地区)镇 马坡镇(除高风险区以外的区域)
北京,北京,顺义区仁和(地区)镇 仁和镇(除高风险区以外的区域)
北京,北京,怀柔区泉河街道（除高风险区外其他地区）
北京,北京,通州区通运街道 通运街道(除高风险区外的其他地区)
北京,北京,通州区玉桥街道 玉桥街道(除高风险区外的其他地区)
北京,北京,丰台区北宫镇北宫镇（除高风险区外的其他地区）
北京,北京,丰台区看丹街道看丹街道（除高风险区外的其他地区）
北京,北京,丰台区石榴庄街道石榴庄街道（除高风险区外的其他地区）
北京,北京,丰台区成寿寺街道成寿寺街道（除高风险区外的其他地区）
北京,北京,丰台区六里桥街道六里桥街道（除高风险区外的其他地区）
北京,北京,丰台区五里店街道五里店街道（除高风险区外的其他地区）
北京,北京,丰台区玉泉营街道玉泉营街道（除高风险区外的其他地区）
北京,北京,丰台区花乡街道花乡街道（除高风险区外的其他地区）
北京,北京,丰台区西罗园街道西罗园街道（除高风险区外的其他地区）
北京,北京,丰台区右安门街道右安门街道（除高风险区外的其他地区）
北京,北京,丰台区大红门街道大红门街道（除高风险区外的其他地区）
北京,北京,丰台区太平桥街道太平桥街道（除高风险区外的其他地区）
北京,北京,丰台区方庄街道方庄街道（除高风险区外的其他地区）
北京,北京,丰台区卢沟桥街道卢沟桥街道（除高风险区外的其他地区）
北京,北京,丰台区东铁匠营街道东铁匠营街道（除高风险区外的其他地区）
北京,北京,丰台区长辛店街道长辛店街道（除高风险区外的其他地区）
北京,北京,丰台区南苑街道南苑街道（除高风险区外的其他地区）
北京,北京,丰台区新村街道新村街道（除高风险区外的其他地区）
北京,北京,丰台区丰台街道丰台街道（除高风险区外的其他地区）
北京,北京,朝阳区双井街道 双井街道(除高风险区外的其他地区)
北京,北京,朝阳区三里屯街道 三里屯街道(除高风险区外的其他地区)
北京,北京,朝阳区管庄(地区)乡 管庄乡(除高风险区外的其他地区)
北京,北京,朝阳区小关街道 小关街道(除高风险区外的其他地区)
北京,北京,朝阳区左家庄街道 左家庄街道(除高风险区外的其他地区)
北京,北京,朝阳区垡头街道 垡头街道(除高风险区外的其他地区)
北京,北京,朝阳区和平街街道 和平街街道(除高风险区外的其他地区)
北京,北京,朝阳区酒仙桥街道 酒仙桥街道(除高风险区外的其他地区)
北京,北京,朝阳区八里庄街道 八里庄街道(除高风险区外的其他地区)
北京,北京,朝阳区首都机场街道 机场街道(除高风险区外的其他地区)
北京,北京,朝阳区团结湖街道 团结湖街道(除高风险区外的其他地区)
北京,北京,朝阳区安贞街道 安贞街道(除高风险区外的其他地区)
北京,北京,朝阳区望京街道 望京街道(除高风险区外的其他地区)
北京,北京,朝阳区香河园街道 香河园街道(除高风险区外的其他地区)
北京,北京,朝阳区潘家园街道 潘家园街道(除高风险区外的其他地区)
北京,北京,朝阳区建外街道 建外街道(除高风险区外的其他地区)
北京,北京,朝阳区劲松街道 劲松街道(除高风险区外的其他地区)
北京,北京,朝阳区亚运村街道 亚运村街道(除高风险区外的其他地区)
北京,北京,朝阳区东风(地区)乡 东风乡(除高风险区外的其他地区)
北京,北京,朝阳区六里屯街道 六里屯街道(除高风险区外的其他地区)
北京,北京,朝阳区麦子店街道 麦子店街道(除高风险区外的其他地区)
北京,北京,朝阳区高碑店(地区)乡 高碑店乡(除高风险区外的其他地区)
北京,北京,朝阳区王四营(地区)乡 王四营乡(除高风险区外的其他地区)
北京,北京,朝阳区南磨房(地区)乡 南磨房乡(除高风险区外的其他地区)
北京,北京,朝阳区小红门(地区)乡 小红门乡(除高风险区外的其他地区)
北京,北京,朝阳区十八里店(地区)乡 十八里店乡(除高风险区外的其他地区)
北京,北京,朝阳区平房(地区)乡 平房乡(除高风险区外的其他地区)
北京,北京,朝阳区东坝(地区)乡 东坝乡(除高风险区外的其他地区)
北京,北京,朝阳区金盏(地区)乡 金盏乡(除高风险区外的其他地区)
北京,北京,朝阳区太阳宫(地区)乡 太阳宫乡(除高风险区外的其他地区)
北京,北京,朝阳区大屯街道 大屯街道(除高风险区外的其他地区)
北京,北京,朝阳区奥运村街道 奥运村街道(除高风险区外的其他地区)
北京,北京,朝阳区来广营(地区)乡 来广营乡(除高风险区外的其他地区)
北京,北京,朝阳区将台(地区)乡 将台乡(除高风险区外的其他地区)
北京,北京,朝阳区崔各庄(地区)乡 崔各庄乡(除高风险区外的其他地区)
北京,北京,朝阳区黑庄户(地区)乡 黑庄户乡(除高风险区外的其他地区)
北京,北京,朝阳区豆各庄(地区)乡 豆各庄乡(除高风险区外的其他地区)
北京,北京,朝阳区三间房(地区)乡 三间房乡(除高风险区外的其他地区)
北京,北京,朝阳区常营乡 常营乡(除高风险区外的其他地区)
北京,北京,朝阳区孙河(地区)乡 孙河乡(除高风险区外的其他地区)
北京,北京,朝阳区东湖街道 东湖街道(除高风险区外的其他地区)
北京,北京,石景山区老山街道 老山街道(除高风险区外的其他地区)
北京,北京,石景山区鲁谷街道 鲁谷街道(除高风险区外的其他地区)
北京,北京,顺义区高丽营镇 高丽营镇(除高风险区域外的区域)
北京,北京,顺义区后沙峪(地区)镇 后沙峪镇(除高风险区以外的区域)
北京,北京,顺义区南法信(地区)镇 南法信镇(除高风险区以外的区域)
北京,北京,顺义区胜利街道 胜利街道(除高风险区以外的区域)
北京,北京,顺义区光明街道 光明街道(除高风险区以外的区域)
北京,北京,顺义区石园街道 石园街道(除高风险区以外的区域)
北京,北京,顺义区双丰街道 双丰街道(除高风险区以外的区域)
北京,北京,顺义区空港街道 空港街道(除高风险区以外的区域)
北京,北京,大兴区西红门（地区）镇 西红门镇（除高风险区外的其他区域）
北京,北京,大兴区清源街道 清源街道（除高风险区外的其他区域）
北京,北京,大兴区观音寺街道 观音寺街道（除高风险区外的其他区域）
北京,北京,大兴区天宫院街道 天宫院街道（除高风险区外的其他区域）
北京,北京,大兴区高米店街道 高米店街道（除高风险区外的其他区域）
河北,唐山,滦州市除高风险区外的其他区域
河北,唐山,古冶区除以高风险区以外的其他区域
河北,唐山,路南区除高风险区外的其他区域
河北,唐山,乐亭县除高风险区以外的其他区域
河北,唐山,高新区除以高风险区域以外的其他区域
河北,唐山,迁安市除高风险区域以外的其他区域
河北,秦皇岛,海港区除高风险区以外的其他地区
河北,秦皇岛,海港区柳村二场行车公寓所在院区
河北,秦皇岛,山海关区除高风险区以外的其他区域
河北,秦皇岛,青龙满族自治县（除高风险区以外的其他地区）
河北,秦皇岛,海港区森林逸城C区12栋1单元
河北,秦皇岛,海港区燕山大街街道生态谷小区26栋2单元；
河北,秦皇岛,海港区华莱士（东大店）
河北,秦皇岛,海港区秦皇小区62栋4单元
河北,秦皇岛,抚宁区辖区内除高风险区以外的其他区域
河北,秦皇岛,海港区幸福里小区
河北,秦皇岛,海港区在水一方A区9栋1单元
河北,秦皇岛,海港区秦东公寓
河北,秦皇岛,海港区秦皇小区36栋至78栋
河北,秦皇岛,海港区在水一方A区（除高风险以外的其他地区）
河北,秦皇岛,海港区明珠百货商场
河北,秦皇岛,经济技术开发区辖区内除高风险区以外的其他区域
河北,秦皇岛,海港区燕海里1、2、3栋
河北,秦皇岛,海港区万象城3号楼
河北,秦皇岛,海港区燕西里31栋
河北,秦皇岛,海港区原麦时光滨海城店
河北,秦皇岛,海港区添鑫超市煤港里社区店
河北,秦皇岛,海港区港城市场东侧服装小商品市场
河北,秦皇岛,海港区煤厂小区9栋2单元、3单元、4单元、5单元
河北,秦皇岛,海港区湾海一号3号楼
河北,秦皇岛,海港区汤河铭筑9栋
河北,秦皇岛,海港区奥体中心海斯曼健身中心
河北,秦皇岛,海港区森林逸城D区11栋
河北,秦皇岛,海港区吉家物业服务有限公司
河北,秦皇岛,海港区滨海城小区4栋1单元
河北,秦皇岛,海港区工人南里17栋3单元
河北,秦皇岛,海港区秦皇小区除36栋至78栋以外区域
河北,秦皇岛,海港区山东里小区
河北,秦皇岛,海港区新北里小区
河北,秦皇岛,海港区好日子超市
河北,秦皇岛,海港区秦皇岛市卫生学校
河北,秦皇岛,海港区文化路街道兰乔护肤造型；
河北,秦皇岛,海港区海港镇易捷快捷酒店；
河北,秦皇岛,海港区大秦铁路秦东运用车间
河北,秦皇岛,海港区供销大厦
河北,秦皇岛,海港区西港镇如家商旅酒店（燕山大学茂业中心店）；
河北,秦皇岛,海港区上城汤廷小区12栋1单元
河北,秦皇岛,海港区蜜雪冰城（东北大学店）
